OP;MARCA;ARTICULO;DESCRIPCION;RUBRO;STOCK_TXT;PVC;IVA;II;MKUP;PVL;OFF;IMAGEN_URL_1;IMAGEN_URL_2;IMAGEN_URL_3;IMAGEN_URL_4;IMAGEN_URL_5;NUEVO_INGRESO;CONDICION
5619;DADDARIO Strings;XSE0942;"Encordado | XS | Guitarra Electrica | Acero Niquelado revestido | 009 | 011 | 016 | 024 | 032 | 042 | Super Light 
";Cuerdas y Encordados;>10;23295.63;0.21;0;0.45;40872.179;;https://todomusica.com.ar/30281-large_default/img.jpg;https://todomusica.com.ar/30281-large_default/img.jpg; https://todomusica.com.ar/30282-large_default/img.jpg;0;0;SI;
5619;DADDARIO Strings;XSE0942-2P;2-PACK ELEC XS NICKEL SUP LT;Fundas y Estuches Rigidos;>10;45586.81;0.21;0;0.45;79982.053;;;;;;;SI;INGRESANDO
5619;DADDARIO Strings;XSE0946;Encordado | XS | Guitarra Electrica | Acero Niquelado revestido | 009 | 011 | 016 | 026 | 036 | 046 | Super Light;Cuerdas y Encordados;>10;23295.63;0.21;0;0.45;40872.179;;https://todomusica.com.ar/30345-large_default/img.jpg;https://todomusica.com.ar/30345-large_default/img.jpg; https://todomusica.com.ar/30346-large_default/img.jpg;0;0;SI;
5619;DADDARIO Strings;XSE1046;"Encordado | XS | Guitarra Electrica | Acero Niquelado revestido | 010 | 013 | 017 | 026 | 036 | 046 | Regular Light 
";Cuerdas y Encordados;AGOTADO;23295.63;0.21;0;0.45;40872.179;;https://todomusica.com.ar/30344-large_default/img.jpg;https://todomusica.com.ar/30343-large_default/img.jpg; https://todomusica.com.ar/30344-large_default/img.jpg;0;0;SI;
5619;DADDARIO Strings;XSE1046-2P;2-PACK ELEC XS NICKEL REG LT;Fundas y Estuches Rigidos;>10;45586.81;0.21;0;0.45;79982.053;;;;;;;SI;INGRESANDO
5619;DADDARIO Strings;XSE1052;"Encordado | XS | Guitarra Electrica | Acero Niquelado revestido | 010 | 013 | 017 | 030 | 042 | 052 | Light-Heavy 
";Cuerdas y Encordados;>10;23295.63;0.21;0;0.45;40872.179;;https://todomusica.com.ar/30342-large_default/img.jpg;https://todomusica.com.ar/30341-large_default/img.jpg; https://todomusica.com.ar/30342-large_default/img.jpg;0;0;SI;
5619;DADDARIO Strings;XSE1149;Encordado | XS | Guitarra Electrica | Acero Niquelado revestido | 011 | 014 | 018 | 028 | 038 | 049 | Medium;Cuerdas y Encordados;>10;23295.63;0.21;0;0.45;40872.179;;https://todomusica.com.ar/30338-large_default/img.jpg;https://todomusica.com.ar/30337-large_default/img.jpg; https://todomusica.com.ar/30338-large_default/img.jpg;0;0;SI;
5619;DADDARIO Strings;XTABR1047;Encordado | XT | Acustica 80/20 Bronce | 010 | 014 | 023w | 030w | 039w | 047w | Extra Light;Cuerdas y Encordados;>10;23217.51;0.21;0;0.45;40735.122;;https://todomusica.com.ar/17700-large_default/img.jpg;https://todomusica.com.ar/17700-large_default/img.jpg;0;0;0;SI;
5619;DADDARIO Strings;XTABR1047-12;Encordado | XT | Acustica 80/20 Bronce | P/guitarra 12 cuerdas | 010 |010 | 014 | 014 | 023w |008 |030w |012 | 039w | 018 | 047w | 027w ;Cuerdas y Encordados;>10;40353.32;0.21;0;0.45;70799.895;;https://todomusica.com.ar/17701-large_default/img.jpg;https://todomusica.com.ar/17701-large_default/img.jpg; https://todomusica.com.ar/24507-large_default/img.jpg; https://todomusica.com.ar/24508-large_default/img.jpg; https://todomusica.com.ar/24510-large_default/img.jpg;SI;
5619;DADDARIO Strings;XTABR1152;Encordado | XT | Acustica 80/20 Bronce | 011 | 015 | 022w | 032 | 042 | 052 | Light ;Cuerdas y Encordados;>10;23217.51;0.21;0;0.45;40735.122;;https://todomusica.com.ar/17713-large_default/img.jpg;https://todomusica.com.ar/17713-large_default/img.jpg;0;0;0;SI;
5619;DADDARIO Strings;XTABR1253;Encordado | XT | Acustica 80/20 Bronce | 012 | 016 | 024w | 032 | 042 | 053 | Light ;Cuerdas y Encordados;>10;25617.42;0.21;0;0.45;44945.765;;https://todomusica.com.ar/17714-large_default/img.jpg;https://todomusica.com.ar/17714-large_default/img.jpg;0;0;0;SI;INGRESANDO
5619;DADDARIO Strings;XTABR1256;Encordado | XT | Acustica 80/20 Bronce | 012 | 016 | 025w | 035 | 045 | 056 | Medium;Cuerdas y Encordados;>10;25617.42;0.21;0;0.45;44945.765;;https://todomusica.com.ar/17715-large_default/img.jpg;https://todomusica.com.ar/17715-large_default/img.jpg;0;0;0;SI;INGRESANDO
5619;DADDARIO Strings;XTAPB1047;Encordado | XT | Acustica 80/20 Bronce Fosforado | 010 | 014 | 023w | 030 | 039 | 047 | Extra light;Cuerdas y Encordados;>10;23217.51;0.21;0;0.45;40735.122;;https://todomusica.com.ar/17716-large_default/img.jpg;https://todomusica.com.ar/17716-large_default/img.jpg;0;0;0;SI;
5619;DADDARIO Strings;XTAPB1152;Encordado | XT | Acustica 80/20 Bronce Fosforado | 011 | 015 | 022w | 032 | 042 | 052 | light;Cuerdas y Encordados;>10;23217.51;0.21;0;0.45;40735.122;;https://todomusica.com.ar/17717-large_default/img.jpg;https://todomusica.com.ar/17717-large_default/img.jpg;0;0;0;SI;
5619;DADDARIO Strings;XTB45100;Encordado |  XT | Bajo 4c. |Acero Niquelado | 045 | 065 | 080 | 100 | Regular | Escala larga;Cuerdas y Encordados;>10;50740.26;0.21;0;0.45;89023.79;;https://todomusica.com.ar/17719-large_default/img.jpg;https://todomusica.com.ar/17719-large_default/img.jpg;0;0;0;SI;
5619;DADDARIO Strings;XTB45105;Encordado | XT | Bajo 4c. | Acero Niquelado | 045 | 065 | 085 | 105 | Regular | Escala larga;Cuerdas y Encordados;>10;50278.98;0.21;0;0.45;88214.469;;https://todomusica.com.ar/17720-large_default/img.jpg;https://todomusica.com.ar/17720-large_default/img.jpg;0;0;0;SI;
5619;DADDARIO Strings;XTB45130;Encordado | XT | Bajo 5c. | Acero Niquelado | 045 | 065 | 080 | 100 | 130 | Regular | Escala larga;Cuerdas y Encordados;>10;59081.64;0.21;0;0.45;103658.74;;https://todomusica.com.ar/17721-large_default/img.jpg;https://todomusica.com.ar/17721-large_default/img.jpg;0;0;0;SI;
